CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)	EC_corporate_code	EC_corporate_uri
ST_JP_JSS_TAD	Statistical transfers, joint projects and joint suport schemes - total amount to be deducted	Transferts statistiques, projets communs et régimes d’aide communs - montant total à déduire	Statistische Transfers, gemeinsame Projekte und gemeinsame Förderregelungen – abzuziehender Gesamtbetrag	M			
ST_MS	Statistical transfers between Member States	Transferts statistiques entre États membres	Statistische Transfers zwischen Mitgliedstaaten	Y			
ST_MS_TAA	Statistical transfers between Member States - total amount to be added	Transferts statistiques entre États membres - montant total à ajouter	Statistische Transfers zwischen Mitgliedstaaten - zu addierender Gesamtbetrag	M			
ST_MS_TAD	Statistical transfers between Member States - total amount to be deducted	Transferts statistiques entre États membres - montant total à déduire	Statistische Transfers zwischen Mitgliedstaaten - abzuziehender Gesamtbetrag	M			
ST_MS_TRA	Statistical transfers between Member States - transport	Transferts statistiques entre États membres - secteur des transports	Statistische Transfers zwischen Mitgliedstaaten - Verkehrssektor	Y			
ST_MS_TRA_TAA	Statistical transfers between Member States - transport - total amount to be added	Transferts statistiques entre États membres - secteur des transports - montant total à ajouter	Statistische Transfers zwischen Mitgliedstaaten - Verkehrssektor - zu addierender Gesamtbetrag	M			
ST_MS_TRA_TAD	Statistical transfers between Member States - transport - total amount to be deducted	Transferts statistiques entre États membres - secteur des transports - montant total à déduire	Statistische Transfers zwischen Mitgliedstaaten - Verkehrssektor - abzuziehender Gesamtbetrag	M			
JP_MS_ELC	Joint projects between Member States - electricity	Projets communs entre États membres - électricité	Gemeinsame Projekte zwischen Mitgliedstaaten - Strom	Y			
JP_MS_ELC_TAA	Joint projects between Member States - electricity - total amount to be added	Projets communs entre États membres - électricité - montant total à ajouter	Gemeinsame Projekte zwischen Mitgliedstaaten - Strom - zu addierender Gesamtbetrag	M			
JP_MS_ELC_TAD	Joint projects between Member States - electricity - total amount to be deducted	Projets communs entre États membres - électricité - montant total à déduire	Gemeinsame Projekte zwischen Mitgliedstaaten - Strom - abzuziehender Gesamtbetrag	M			
JP_MS_HEAT_CL	Joint projects between Member States - heating and cooling	Projets communs entre États membres - chauffage et refroidissement	Gemeinsame Projekte zwischen Mitgliedstaaten - Wärme- und Kälteerzeugung	Y			
JP_MS_HEAT_CL_TAA	Joint projects between Member States - heating and cooling - total amount to be added	Projets communs entre États membres - chauffage et refroidissement - montant total à ajouter	Gemeinsame Projekte zwischen Mitgliedstaaten - Wärme- und Kälteerzeugung  - zu addierender Gesamtbetrag	M			
JP_MS_HEAT_CL_TAD	Joint projects between Member States - heating and cooling - total amount to be deducted	Projets communs entre États membres - chauffage et refroidissement - montant total à déduire	Gemeinsame Projekte zwischen Mitgliedstaaten - Wärme- und Kälteerzeugung  - abzuziehender Gesamtbetrag	M			
JP_MS_THRD_ELC	Joint projects between Member States and third countries - electricity	Projets communs entre États membres et pays tiers - électricité	Gemeinsame Projekte zwischen Mitgliedstaaten und Drittländern - Strom	Y			
JP_MS_THRD_ELC_TAA	Joint projects between Member States and third countries - electricity - total amount to be added	Projets communs entre États membres et pays tiers - électricité - montant total à ajouter	Gemeinsame Projekte zwischen Mitgliedstaaten und Drittländern - Strom - zu addierender Gesamtbetrag	M			
JP_MS_THRD_ELC_TAD	Joint projects between Member States and third countries - electricity - total amount to be deducted	Projets communs entre États membres et pays tiers - électricité - montant total à déduire	Gemeinsame Projekte zwischen Mitgliedstaaten und Drittländern - Strom - abzuziehender Gesamtbetrag	M			
JSS_ELC	Joint support schemes - electricity	Régimes d’aide communs - électricité	Gemeinsame Förderregelungen - Strom	Y			
JSS_ELC_TAA	Joint support schemes - electricity - total amount to be added	Régimes d’aide communs - électricité - montant total à ajouter	Gemeinsame Förderregelungen - Strom - zu addierender Gesamtbetrag	M			
JSS_ELC_TAD	Joint support schemes - electricity - total amount to be deducted	Régimes d’aide communs - électricité - montant total à déduire	Gemeinsame Förderregelungen - Strom - abzuziehender Gesamtbetrag	M			
JSS_HEAT_CL	Joint support schemes - heating and cooling	Régimes d’aide communs - chauffage et refroidissement	Gemeinsame Förderregelungen - Wärme- und Kälteerzeugung	Y			
JSS_HEAT_CL_TAA	Joint support schemes - heating and cooling - total amount to be added	Régimes d’aide communs - chauffage et refroidissement - montant total à ajouter	Gemeinsame Förderregelungen - Wärme- und Kälteerzeugung - zu addierender Gesamtbetrag	M			
JSS_HEAT_CL_TAD	Joint support schemes - heating and cooling - total amount to be deducted	Régimes d’aide communs - chauffage et refroidissement - montant total à déduire	Gemeinsame Förderregelungen - Wärme- und Kälteerzeugung - abzuziehender Gesamtbetrag	M			
NMLPRD	Normalised production	Production normalisée	Normalisierte Produktion	Y			
NMLPRD_PURE	Normalised production - pure hydro plants	Production normalisée - centrales hydrauliques pures	Normalisierte Produktion -  reine Wasserkraftwerke	Y			
NMLPRD_MIX	Normalised production - mixed hydro plants	Production normalisée - centrales hydrauliques mixtes	Normalisierte Produktion - Gemischte Wasserkraftwerke	Y			
ALF_PURE	Annual load factor - pure hydro plants	Facteur de charge annuel - centrales hydrauliques pures	Jährlicher Auslastungsfaktor - reine Wasserkraftwerke	Y			
ALF_MIX	Annual load factor - mixed hydro plants	Facteur de charge annuel - centrales hydrauliques mixtes	Jährlicher Auslastungsfaktor - Gemischte Wasserkraftwerke	Y			
GEP_NPUMP_MIX	Gross electricity production - without pumping - mixed hydro plants	Production brute d'électricité - sans pompage - centrales hydrauliques mixtes	Bruttostromerzeugung - ohne Pumpspeicher - Gemischte Wasserkraftwerke	Y			
AVGLF_PURE	Average load factor - pure hydro plants	Facteur de charge moyen - centrales hydrauliques pures	Durchschnittlicher Auslastungsfaktor - reine Wasserkraftwerke	Y			
AVGLF_MIX	Average load factor - mixed hydro plants	Facteur de charge moyen - centrales hydrauliques mixtes	Durchschnittlicher Auslastungsfaktor - Gemischte Wasserkraftwerke	Y			
BIOG_G_SHR	Share of biogas - grid	Part du biogaz - réseau	Anteil des Biogas - Netz	Y			
BIOG_G_TRA	Biogas - grid - transport	Biogaz - réseau - le secteur des tranports	Biogas - Netz - Verkehrssektor	Y			
BIOG_G_ADJSHR	Biogas - grid - adjusted share	Biogaz - réseau - part ajustée	Biogas - Netz - Angepasster Anteil	Y			
BIOG_G_ELC	Biogas - grid - electricity	Biogaz - réseau - électricité	Biogas - Netz - Strom	Y			
BIOG_G_HEAT_CL	Biogas - grid - heating and cooling	Biogaz - réseau - chauffage et refroidissement	Biogas - Netz - Wärme- und Kälteerzeugung	Y			
CAP_NET	Installed net capacity	Capacité nette installée	Installierte Nettokapazität	Y			
MGEC	Maximum gross electricity capacity	Capacité brute electrique maximum	Maximale Bruttostromkapazität	Y			
MGEC_CHPM	Maximum gross electricity capacity in CHP mode	Capacité brute electrique maximum en mode co-génération	Maximale Bruttostromkapazität im KWK-Modus	Y			
MNTC	Maximum net thermal capacity	Capacité nette thermique maximum	Maximale thermische Netto-Kapazität	Y			
NTP	Net thermal production	Production nette thermique	Wärmeerzeugung (netto)	Y			
FUEL	Fuel used	Carburant utilisé	Genutzter Brennstoff	Y			
FUEL_CHPM	Fuel used in CHP mode	Carburant utilisé en mode co-génération	Genutzter Brennstoff im KWK-Modus	Y			
PES	Primary energy savings	Économies d'énergie primaire	Primärenergieeinsparung	Y			
CL_ES	Cooling energy supplied	Énergie de refroidissement fournie	Gelieferte Kühlenergie	Y			
CL_ES_NET	Net cooling energy supplied	Énergie de refroidissement nette fournie	Gelieferte Nettokühlenergie	Y			
CL_ES_RHD	Cooling energy supplied - renewable heat driven (absorption and adsorption)	Énergie de refroidissement fournie - chaleur renouvelable (absorption et adsorption)	Gelieferte Kühlenergie - Wärme aus erneuerbaren Quellen (Absorption und Adsorption)	Y			
